badge_name,id,reference_id,reference_type,badge_group_id,enabled,points,highest_points,created_at,updated_at,deleted_at
Contract,2003,,,500,TRUE,95,140,30:30.0,30:30.0,
Full Time,2004,,,500,TRUE,305,420,30:30.0,30:30.0,
United States,2005,80c17587-1891-48e1-9447-d53b553534f2,countries,501,TRUE,400,560,30:30.0,30:30.0,
California,2006,36366d94-5082-45cc-a944-64fae1df349c,states,502,TRUE,20,30,30:30.0,30:30.0,
Oregon,2007,9a6040f4-bf18-4745-90d9-687955625273,states,502,TRUE,80,120,30:30.0,30:30.0,
Arizona,2008,d871ff05-dcec-4887-b525-60ea614c4144,states,502,TRUE,70,70,30:30.0,30:30.0,
Washington,2009,5ea46500-47a5-40c4-aca3-bc7f569e5280,states,502,TRUE,65,130,30:30.0,30:30.0,
Indiana,2010,b4b048c2-18f9-4c0b-9721-363d1e252f5d,states,502,TRUE,20,40,30:30.0,30:30.0,
New York,2011,24302407-126c-41b9-a3bc-b26680604dc0,states,502,TRUE,145,170,30:30.0,30:30.0,
Information Technology,2012,f4491b7b-ad9a-45cc-9945-939f9813ea9e,categories,503,TRUE,195,250,30:30.0,30:30.0,
Admin & Clerical,2013,62fa1031-a980-42b0-ac1d-8821b5ee4c55,categories,503,TRUE,330,330,30:30.0,30:30.0,
Broadcast Journalism,2014,b175a542-3ccc-487a-9631-c9f7d0266ea9,categories,503,TRUE,550,550,30:30.0,30:30.0,
Accounting,2015,bc83ca55-7b5d-4384-9bf8-02439e85a568,categories,503,TRUE,2420,2420,30:30.0,30:30.0,
Shipbuilding,2016,feee6d29-c178-4493-b624-da825b97af2a,industries,504,TRUE,3300,3300,30:30.0,30:30.0,
Oil & Energy,2017,89a43355-4cf9-417d-9d39-f5e949300fac,industries,504,TRUE,195,250,30:30.0,30:30.0,
Contract,2018,,,505,TRUE,3495,3550,30:30.0,30:30.0,
United States,2019,80c17587-1891-48e1-9447-d53b553534f2,countries,506,TRUE,3495,3550,30:30.0,30:30.0,
New Jersey,2020,32beca94-125a-4dbb-bc91-5ddbe8561024,states,507,TRUE,195,250,30:30.0,30:30.0,
Texas,2021,94e1a62f-121b-4f0c-b2ca-2ffc178a8dc1,states,507,TRUE,2420,2420,30:30.0,30:30.0,
Alaska,2022,9e30891d-5780-4fa9-bbbc-edea9be9aad1,states,507,TRUE,880,880,30:30.0,30:30.0,
Human Resources,2023,c83bb386-c1a7-4778-b1c0-855c2b501b83,categories,508,TRUE,715,900,30:30.0,30:30.0,
QA Quality Control,2024,fa88a620-96ed-4f8e-9c94-972e4f9c7796,categories,508,TRUE,320,380,30:30.0,30:30.0,
Design,2025,5423730c-0446-428f-abb4-32a77b59770a,categories,508,TRUE,70,70,30:30.0,30:30.0,
Research,2026,18c5d709-db4c-4e5c-abaf-3f0a8ee828ba,categories,508,TRUE,735,790,30:30.0,30:30.0,
Finance,2027,3c68c8b4-46fc-4a2f-a795-723eb97cb325,categories,508,TRUE,50,80,30:30.0,30:30.0,
Skilled Labor Trades,2028,2d68a6c4-bb6a-4fc5-8502-1883399a3b02,categories,508,TRUE,290,350,30:30.0,30:30.0,
Other,2029,d0ee2b2a-9155-44a9-b4b9-eddacd5f135a,categories,508,TRUE,30,30,30:30.0,30:30.0,
Customer Service,2030,60aaade4-54af-43dc-baa2-65a24a361e02,categories,508,TRUE,70,70,30:30.0,30:30.0,
Accounting,2031,bc83ca55-7b5d-4384-9bf8-02439e85a568,categories,508,TRUE,335,400,30:30.0,30:30.0,
Legal,2032,0022c9b7-d36d-47f4-9785-769d6352c550,categories,508,TRUE,20,20,30:30.0,30:30.0,
Admin & Clerical,2033,62fa1031-a980-42b0-ac1d-8821b5ee4c55,categories,508,TRUE,2200,2530,30:30.0,30:30.0,
Engineering,2034,4980da77-a184-4eab-8b15-051dc760305e,categories,508,TRUE,210,220,30:30.0,30:30.0,
Inventory,2035,c65cf234-ecf3-4663-869c-ed855cc5f770,categories,508,TRUE,200,200,30:30.0,30:30.0,
Marketing,2036,02f15662-231c-47c3-9df0-7ad153205a7a,categories,508,TRUE,2495,2790,30:30.0,30:30.0,
Manufacturing,2037,e1a83ed9-bae1-491e-97df-ad2af1fc87aa,categories,508,TRUE,3635,3840,30:30.0,30:30.0,
Automotive,2038,2fd11bdf-13a1-46ba-ac89-ac230d4d1e73,categories,508,TRUE,2610,2720,30:30.0,30:30.0,
Warehouse,2039,9c23ef65-8626-4698-bcc6-632dfddb59f5,categories,508,TRUE,185,260,30:30.0,30:30.0,
Professional Services,2040,3aa48114-3d4e-48ea-b560-0ed8a79f31d9,categories,508,TRUE,170,220,30:30.0,30:30.0,
Information Technology,2041,f4491b7b-ad9a-45cc-9945-939f9813ea9e,categories,508,TRUE,355,420,30:30.0,30:30.0,
Biotechnology,2042,210ca205-d9f0-49ff-a17c-0b7921928168,industries,509,TRUE,3690,3910,30:30.0,30:30.0,
Internet,2043,8628adf6-1c67-4eaf-b131-e773a2f6caba,industries,509,TRUE,30,30,30:30.0,30:30.0,
Insurance,2044,421cd24f-0e03-4339-ace9-74b5c6814634,industries,509,TRUE,70,70,30:30.0,30:30.0,
Information Technology and Services,2045,42099ec1-9994-4777-82b3-d80737e75bea,industries,509,TRUE,290,350,30:30.0,30:30.0,
Media Production,2046,67337d45-54a6-4029-884d-899c61f2213e,industries,509,TRUE,2385,2680,30:30.0,30:30.0,
Consumer Electronics,2047,bceda1e1-a110-4852-9036-6d044700898c,industries,509,TRUE,475,600,30:30.0,30:30.0,
Automotive,2048,e3cf33d6-79df-4a33-b8bc-2dde3f632a2b,industries,509,TRUE,3760,3960,30:30.0,30:30.0,
Industrial Automation,2049,db01710b-94a7-4dc0-a257-8de0b2e9e76c,industries,509,TRUE,675,740,30:30.0,30:30.0,
Hospital & Health Care,2050,e4eefc3e-070f-4b86-9670-a2f452f6bb2c,industries,509,TRUE,110,170,30:30.0,30:30.0,
Logistics and Supply Chain,2051,0bb007c8-04dd-479d-9816-4854d522405a,industries,509,TRUE,1800,2170,30:30.0,30:30.0,
Research,2052,e6d6974e-0d85-4933-82b8-9908aa6134df,industries,509,TRUE,1170,1330,30:30.0,30:30.0,
Consumer Goods,2053,1cea2568-0e61-4074-90a8-0fe1bd37141a,industries,509,TRUE,180,190,30:30.0,30:30.0,
Utilities,2054,684d01d1-c2e4-4094-8cb4-a44e873045dd,industries,509,TRUE,60,90,30:30.0,30:30.0,
Full Time,2055,,,510,TRUE,845,1060,30:30.0,30:30.0,
Contract,2056,,,510,TRUE,13850,15230,30:30.0,30:30.0,
United States,2057,80c17587-1891-48e1-9447-d53b553534f2,countries,511,TRUE,14695,16290,30:30.0,30:30.0,
Texas,2058,94e1a62f-121b-4f0c-b2ca-2ffc178a8dc1,states,512,TRUE,250,310,30:30.0,30:30.0,
Maryland,2059,16e6b3e1-2b2d-4edc-a497-a65cc7121b54,states,512,TRUE,1005,1060,30:30.0,30:30.0,
New York,2060,24302407-126c-41b9-a3bc-b26680604dc0,states,512,TRUE,1185,1310,30:30.0,30:30.0,
New Jersey,2061,32beca94-125a-4dbb-bc91-5ddbe8561024,states,512,TRUE,1185,1270,30:30.0,30:30.0,
Virginia,2062,1ba42657-a1e8-4549-b6e8-f9543e61b808,states,512,TRUE,60,100,30:30.0,30:30.0,
South Carolina,2063,0ad780d4-71a5-4e78-aaa6-7179179c2df8,states,512,TRUE,160,190,30:30.0,30:30.0,
Florida,2064,548305ad-edda-4c39-94e3-babfa14462a8,states,512,TRUE,40,40,30:30.0,30:30.0,
Arizona,2065,d871ff05-dcec-4887-b525-60ea614c4144,states,512,TRUE,85,90,30:30.0,30:30.0,
North Carolina,2066,3b0714e2-199a-44b6-995d-d8387b18e6e8,states,512,TRUE,70,80,30:30.0,30:30.0,
Massachusetts,2067,4f93a049-e2b8-4ddf-82dd-4de1613dbac4,states,512,TRUE,40,70,30:30.0,30:30.0,
Illinois,2068,586eecb9-7a0e-4c09-83b9-45f1cf6ff84c,states,512,TRUE,30,40,30:30.0,30:30.0,
Michigan,2069,98c9211b-62eb-46e3-a10f-c1654f3c6468,states,512,TRUE,2010,2090,30:30.0,30:30.0,
Colorado,2070,5023c9dd-c50d-432e-9a99-beaa75cd83f0,states,512,TRUE,10,10,30:30.0,30:30.0,
Ohio,2071,2cdd6453-a991-4468-a485-7b4fc7303868,states,512,TRUE,30,40,30:30.0,30:30.0,
Wisconsin,2072,cb473dc9-4a5d-439c-bf36-f94902ea3bc0,states,512,TRUE,320,370,30:30.0,30:30.0,
Indiana,2073,b4b048c2-18f9-4c0b-9721-363d1e252f5d,states,512,TRUE,730,870,30:30.0,30:30.0,
Washington,2074,5ea46500-47a5-40c4-aca3-bc7f569e5280,states,512,TRUE,20,20,30:30.0,30:30.0,
Oregon,2075,9a6040f4-bf18-4745-90d9-687955625273,states,512,TRUE,135,170,30:30.0,30:30.0,
Pennsylvania,2076,dce06153-aaaf-449e-b6ab-04a9d6a733de,states,512,TRUE,830,970,30:30.0,30:30.0,
California,2077,36366d94-5082-45cc-a944-64fae1df349c,states,512,TRUE,6500,7190,30:30.0,30:30.0,
Information Technology,2078,f4491b7b-ad9a-45cc-9945-939f9813ea9e,categories,513,TRUE,250,270,30:30.0,30:30.0,
Professional Services,2079,3aa48114-3d4e-48ea-b560-0ed8a79f31d9,categories,513,TRUE,180,220,30:30.0,30:30.0,
Automotive,2080,2fd11bdf-13a1-46ba-ac89-ac230d4d1e73,categories,513,TRUE,20,40,30:30.0,30:30.0,
Customer Service,2081,60aaade4-54af-43dc-baa2-65a24a361e02,categories,513,TRUE,70,70,30:30.0,30:30.0,
Admin & Clerical,2082,62fa1031-a980-42b0-ac1d-8821b5ee4c55,categories,513,TRUE,2940,3480,30:30.0,30:30.0,
Automotive,2083,e3cf33d6-79df-4a33-b8bc-2dde3f632a2b,industries,514,TRUE,20,40,30:30.0,30:30.0,
Logistics and Supply Chain,2084,0bb007c8-04dd-479d-9816-4854d522405a,industries,514,TRUE,160,160,30:30.0,30:30.0,
Consumer Electronics,2085,bceda1e1-a110-4852-9036-6d044700898c,industries,514,TRUE,2800,3340,30:30.0,30:30.0,
Electrical/Electronic Manufacturing,2086,eb4c680b-1c49-4f35-95d8-7541232b7403,industries,514,TRUE,210,210,30:30.0,30:30.0,
Utilities,2087,684d01d1-c2e4-4094-8cb4-a44e873045dd,industries,514,TRUE,270,330,30:30.0,30:30.0,
Contract,2088,,,515,TRUE,3460,4080,30:30.0,30:30.0,
United States,2089,80c17587-1891-48e1-9447-d53b553534f2,countries,516,TRUE,3460,4080,30:30.0,30:30.0,
Missouri,2090,af8a822c-f497-4858-8d99-cebde14928a3,states,517,TRUE,190,240,30:30.0,30:30.0,
Florida,2091,548305ad-edda-4c39-94e3-babfa14462a8,states,517,TRUE,20,40,30:30.0,30:30.0,
Georgia,2092,33a293c0-78ee-4465-9991-93f155c14430,states,517,TRUE,210,240,30:30.0,30:30.0,
Massachusetts,2093,4f93a049-e2b8-4ddf-82dd-4de1613dbac4,states,517,TRUE,180,180,30:30.0,30:30.0,
Illinois,2094,586eecb9-7a0e-4c09-83b9-45f1cf6ff84c,states,517,TRUE,380,440,30:30.0,30:30.0,
Texas,2095,94e1a62f-121b-4f0c-b2ca-2ffc178a8dc1,states,517,TRUE,20,20,30:30.0,30:30.0,
Colorado,2096,5023c9dd-c50d-432e-9a99-beaa75cd83f0,states,517,TRUE,40,60,30:30.0,30:30.0,
Michigan,2097,98c9211b-62eb-46e3-a10f-c1654f3c6468,states,517,TRUE,20,40,30:30.0,30:30.0,
Rhode Island,2098,1dfc529c-925b-4938-b2d4-28b95a6fa17e,states,517,TRUE,90,110,30:30.0,30:30.0,
Indiana,2099,b4b048c2-18f9-4c0b-9721-363d1e252f5d,states,517,TRUE,70,70,30:30.0,30:30.0,
Kansas,2100,53f042b3-13eb-4f6d-944b-4433970f3a8b,states,517,TRUE,70,70,30:30.0,30:30.0,
Oregon,2101,9a6040f4-bf18-4745-90d9-687955625273,states,517,TRUE,410,470,30:30.0,30:30.0,
Utah,2102,ced9d4d5-cdbc-4701-b0e7-920d5c243258,states,517,TRUE,90,110,30:30.0,30:30.0,
New York,2103,24302407-126c-41b9-a3bc-b26680604dc0,states,517,TRUE,30,40,30:30.0,30:30.0,
Ohio,2104,2cdd6453-a991-4468-a485-7b4fc7303868,states,517,TRUE,125,140,30:30.0,30:30.0,
Virginia,2105,1ba42657-a1e8-4549-b6e8-f9543e61b808,states,517,TRUE,110,140,30:30.0,30:30.0,
Maryland,2106,16e6b3e1-2b2d-4edc-a497-a65cc7121b54,states,517,TRUE,20,40,30:30.0,30:30.0,
New Jersey,2107,32beca94-125a-4dbb-bc91-5ddbe8561024,states,517,TRUE,110,150,30:30.0,30:30.0,
Tennessee,2108,744afdbc-239b-49ef-93b0-b18f0ed0cea5,states,517,TRUE,210,210,30:30.0,30:30.0,
California,2109,36366d94-5082-45cc-a944-64fae1df349c,states,517,TRUE,705,840,30:30.0,30:30.0,
Washington,2110,5ea46500-47a5-40c4-aca3-bc7f569e5280,states,517,TRUE,330,390,30:30.0,30:30.0,
Nevada,2111,f9bdac2f-88cf-45c3-8643-89db2bbc9c5e,states,517,TRUE,30,40,30:30.0,30:30.0,
Professional Services,2112,3aa48114-3d4e-48ea-b560-0ed8a79f31d9,categories,518,TRUE,375,390,30:30.0,30:30.0,
Other,2113,d0ee2b2a-9155-44a9-b4b9-eddacd5f135a,categories,518,TRUE,1190,1330,30:30.0,30:30.0,
Information Technology,2114,f4491b7b-ad9a-45cc-9945-939f9813ea9e,categories,518,TRUE,290,320,30:30.0,30:30.0,
Accounting,2115,bc83ca55-7b5d-4384-9bf8-02439e85a568,categories,518,TRUE,110,120,30:30.0,30:30.0,
Customer Service,2116,60aaade4-54af-43dc-baa2-65a24a361e02,categories,518,TRUE,80,120,30:30.0,30:30.0,
Biotech,2117,57827880-f091-46f2-a91e-a4388e969c66,categories,518,TRUE,110,110,30:30.0,30:30.0,
Admin & Clerical,2118,62fa1031-a980-42b0-ac1d-8821b5ee4c55,categories,518,TRUE,445,580,30:30.0,30:30.0,
QA Quality Control,2119,fa88a620-96ed-4f8e-9c94-972e4f9c7796,categories,518,TRUE,100,100,30:30.0,30:30.0,
Human Resources,2120,c83bb386-c1a7-4778-b1c0-855c2b501b83,categories,518,TRUE,30,40,30:30.0,30:30.0,
Manufacturing,2121,e1a83ed9-bae1-491e-97df-ad2af1fc87aa,categories,518,TRUE,110,150,30:30.0,30:30.0,
Marketing,2122,02f15662-231c-47c3-9df0-7ad153205a7a,categories,518,TRUE,180,210,30:30.0,30:30.0,
Finance,2123,3c68c8b4-46fc-4a2f-a795-723eb97cb325,categories,518,TRUE,10,10,30:30.0,30:30.0,
Engineering,2124,4980da77-a184-4eab-8b15-051dc760305e,categories,518,TRUE,120,150,30:30.0,30:30.0,
Facilities,2125,b991b868-36ff-4cde-9cb2-068995901151,categories,518,TRUE,160,160,30:30.0,30:30.0,
Pharmaceutical,2126,18f78955-5bd2-47f6-884b-3c00ee140f79,categories,518,TRUE,120,210,30:30.0,30:30.0,
Market Research,2127,2bd0a76a-80a8-414a-b1e6-9043184d4517,industries,519,TRUE,10,10,30:30.0,30:30.0,
Industrial Automation,2128,db01710b-94a7-4dc0-a257-8de0b2e9e76c,industries,519,TRUE,30,40,30:30.0,30:30.0,
Biotechnology,2129,210ca205-d9f0-49ff-a17c-0b7921928168,industries,519,TRUE,650,780,30:30.0,30:30.0,
Pharmaceuticals,2130,d27ebb64-1620-450e-8511-39b47b9a0ea4,industries,519,TRUE,330,420,30:30.0,30:30.0,
Internet,2131,8628adf6-1c67-4eaf-b131-e773a2f6caba,industries,519,TRUE,1090,1210,30:30.0,30:30.0,
Financial Services,2132,340ade8d-7732-48d8-96a0-47d3098505ce,industries,519,TRUE,80,90,30:30.0,30:30.0,
Aviation & Aerospace,2133,a51fdb13-8dcc-4077-a3a8-691eb2721065,industries,519,TRUE,125,140,30:30.0,30:30.0,
Information Technology and Services,2134,42099ec1-9994-4777-82b3-d80737e75bea,industries,519,TRUE,160,190,30:30.0,30:30.0,
Electrical/Electronic Manufacturing,2135,eb4c680b-1c49-4f35-95d8-7541232b7403,industries,519,TRUE,585,670,30:30.0,30:30.0,
Logistics and Supply Chain,2136,0bb007c8-04dd-479d-9816-4854d522405a,industries,519,TRUE,340,400,30:30.0,30:30.0,
Retail,2137,32df426f-bad0-47a7-95f2-dc2d723cf915,industries,519,TRUE,30,50,30:30.0,30:30.0,
Contract,2138,,,520,TRUE,3430,4000,30:30.0,30:30.0,
United States,2139,80c17587-1891-48e1-9447-d53b553534f2,countries,521,TRUE,3280,3810,30:30.0,30:30.0,
Canada,2140,2c4ab035-9113-45f4-92a1-d5b8664fca02,countries,521,TRUE,150,190,30:30.0,30:30.0,
Minnesota,2141,1498b625-244a-4901-af6d-02cdb225d284,states,522,TRUE,40,70,30:30.0,30:30.0,
Arizona,2142,d871ff05-dcec-4887-b525-60ea614c4144,states,522,TRUE,55,70,30:30.0,30:30.0,
Massachusetts,2143,4f93a049-e2b8-4ddf-82dd-4de1613dbac4,states,522,TRUE,410,550,30:30.0,30:30.0,
Georgia,2144,33a293c0-78ee-4465-9991-93f155c14430,states,522,TRUE,180,190,30:30.0,30:30.0,
Arkansas,2145,b85ead0f-98bd-4a05-b514-b1944fc00359,states,522,TRUE,140,140,30:30.0,30:30.0,
Ontario,2146,9f575a01-0f9d-4d42-9bd9-ddcbdf7fd633,states,522,TRUE,150,190,30:30.0,30:30.0,
Washington,2147,5ea46500-47a5-40c4-aca3-bc7f569e5280,states,522,TRUE,150,150,30:30.0,30:30.0,
New Jersey,2148,32beca94-125a-4dbb-bc91-5ddbe8561024,states,522,TRUE,80,80,30:30.0,30:30.0,
Michigan,2149,98c9211b-62eb-46e3-a10f-c1654f3c6468,states,522,TRUE,190,210,30:30.0,30:30.0,
Iowa,2150,32ebc125-4ed8-432b-affa-4d2b8c8ee3c1,states,522,TRUE,60,80,30:30.0,30:30.0,
California,2151,36366d94-5082-45cc-a944-64fae1df349c,states,522,TRUE,1680,1950,30:30.0,30:30.0,
Texas,2152,94e1a62f-121b-4f0c-b2ca-2ffc178a8dc1,states,522,TRUE,30,40,30:30.0,30:30.0,
Pennsylvania,2153,dce06153-aaaf-449e-b6ab-04a9d6a733de,states,522,TRUE,145,150,30:30.0,30:30.0,
Missouri,2154,af8a822c-f497-4858-8d99-cebde14928a3,states,522,TRUE,120,130,30:30.0,30:30.0,
Accounting,2155,bc83ca55-7b5d-4384-9bf8-02439e85a568,categories,523,TRUE,200,230,30:30.0,30:30.0,
Engineering,2156,4980da77-a184-4eab-8b15-051dc760305e,categories,523,TRUE,240,270,30:30.0,30:30.0,
Information Technology,2157,f4491b7b-ad9a-45cc-9945-939f9813ea9e,categories,523,TRUE,1150,1500,30:30.0,30:30.0,
Finance,2158,3c68c8b4-46fc-4a2f-a795-723eb97cb325,categories,523,TRUE,255,340,30:30.0,30:30.0,
Retail,2159,32df426f-bad0-47a7-95f2-dc2d723cf915,industries,524,TRUE,160,160,30:30.0,30:30.0,
Staffing and Recruiting,2160,f605a7a1-6363-4983-bbda-1d63f9136c13,industries,524,TRUE,240,270,30:30.0,30:30.0,
Oil & Energy,2161,89a43355-4cf9-417d-9d39-f5e949300fac,industries,524,TRUE,200,270,30:30.0,30:30.0,
Insurance,2162,421cd24f-0e03-4339-ace9-74b5c6814634,industries,524,TRUE,430,620,30:30.0,30:30.0,
Financial Services,2163,340ade8d-7732-48d8-96a0-47d3098505ce,industries,524,TRUE,70,130,30:30.0,30:30.0,
Automotive,2164,e3cf33d6-79df-4a33-b8bc-2dde3f632a2b,industries,524,TRUE,255,300,30:30.0,30:30.0,
Internet,2165,8628adf6-1c67-4eaf-b131-e773a2f6caba,industries,524,TRUE,220,240,30:30.0,30:30.0,
Accounting,2166,616163d7-3cc5-4a1e-99b3-3fc6e27f1fb8,industries,524,TRUE,270,350,30:30.0,30:30.0,
Contract,2167,,,525,TRUE,1505,1860,30:30.0,30:30.0,
Full Time,2168,,,525,TRUE,340,480,30:30.0,30:30.0,
United States,2169,80c17587-1891-48e1-9447-d53b553534f2,countries,526,TRUE,1845,2340,30:30.0,30:30.0,
Minnesota,2170,1498b625-244a-4901-af6d-02cdb225d284,states,527,TRUE,240,270,30:30.0,30:30.0,
Michigan,2171,98c9211b-62eb-46e3-a10f-c1654f3c6468,states,527,TRUE,430,620,30:30.0,30:30.0,
Arizona,2172,d871ff05-dcec-4887-b525-60ea614c4144,states,527,TRUE,70,130,30:30.0,30:30.0,
New Jersey,2173,32beca94-125a-4dbb-bc91-5ddbe8561024,states,527,TRUE,615,730,30:30.0,30:30.0,
Washington,2174,5ea46500-47a5-40c4-aca3-bc7f569e5280,states,527,TRUE,270,350,30:30.0,30:30.0,
California,2175,36366d94-5082-45cc-a944-64fae1df349c,states,527,TRUE,220,240,30:30.0,30:30.0,
1st Candidate Submitted,2176,,,305,TRUE,0,0,47:22.4,47:22.4,
1st Job Saved,2177,,,96,TRUE,0,0,24:37.1,24:37.1,
1st Job Saved,2178,,,123,TRUE,0,0,52:40.0,52:40.0,
1st Job Saved,2179,,,277,TRUE,0,0,34:17.4,34:17.4,
1st Job Saved,2180,,,305,TRUE,0,0,47:22.2,47:22.2,
1st Candidate Added,2181,,,305,TRUE,0,0,08:32.5,08:32.5,
1st Job Saved,2182,,,457,TRUE,0,0,14:56.9,14:56.9,
1st Job Saved,2183,,,533,TRUE,0,0,58:05.4,58:05.4,
1st Candidate Added,2184,,,533,TRUE,0,0,27:56.0,27:56.0,
1st Candidate Submitted,2185,,,533,TRUE,0,0,54:19.3,54:19.3,
1st Job Saved,2186,,,535,TRUE,0,0,59:28.5,59:28.5,
1st Candidate Added,2187,,,535,TRUE,0,0,52:02.1,52:02.1,
1st Candidate Submitted,2188,,,535,TRUE,0,0,52:02.9,52:02.9,
1st Job Saved,2189,,,537,TRUE,0,0,07:07.6,07:07.6,
1st Candidate Added,2190,,,537,TRUE,0,0,59:30.1,59:30.1,
1st Candidate Submitted,2191,,,537,TRUE,0,0,12:25.9,12:25.9,
1st Job Saved,2192,,,539,TRUE,0,0,38:21.5,38:21.5,
1st Candidate Added,2193,,,539,TRUE,0,0,34:52.6,34:52.6,
1st Candidate Submitted,2194,,,539,TRUE,0,0,23:28.3,23:28.3,
1st Job Saved,2195,,,541,TRUE,0,0,09:06.5,09:06.5,
1st Candidate Added,2196,,,541,TRUE,0,0,35:01.1,35:01.1,
1st Candidate Submitted,2197,,,541,TRUE,0,0,20:59.8,20:59.8,
1st Job Saved,2198,,,543,TRUE,0,0,50:22.7,50:22.7,
1st Candidate Submitted,2199,,,543,TRUE,0,0,31:25.6,31:25.6,
1st Job Saved,2200,,,545,TRUE,0,0,11:29.6,11:29.6,
1st Candidate Added,2201,,,545,TRUE,0,0,24:47.7,24:47.7,
1st Candidate Submitted,2202,,,545,TRUE,0,0,34:18.5,34:18.5,
1st Job Saved,2203,,,547,TRUE,0,0,40:58.7,40:58.7,
1st Candidate Added,2204,,,547,TRUE,0,0,24:27.1,24:27.1,
1st Candidate Submitted,2205,,,547,TRUE,0,0,20:59.2,20:59.2,
1st Job Saved,2206,,,549,TRUE,0,0,43:12.7,43:12.7,
1st Candidate Added,2207,,,549,TRUE,0,0,48:13.4,48:13.4,
1st Candidate Submitted,2208,,,549,TRUE,0,0,48:13.8,48:13.8,
1st Job Saved,2209,,,551,TRUE,0,0,53:49.6,53:49.6,
1st Candidate Added,2210,,,551,TRUE,0,0,57:17.1,57:17.1,
1st Candidate Submitted,2211,,,551,TRUE,0,0,07:33.3,07:33.3,
1st Job Saved,2212,,,553,TRUE,0,0,51:33.0,51:33.0,
1st Candidate Added,2213,,,553,TRUE,0,0,08:05.6,08:05.6,
1st Candidate Submitted,2214,,,553,TRUE,0,0,08:06.2,08:06.2,
1st Job Saved,2215,,,555,TRUE,0,0,17:13.6,17:13.6,
1st Candidate Added,2216,,,555,TRUE,0,0,30:47.7,30:47.7,
1st Candidate Submitted,2217,,,555,TRUE,0,0,25:09.5,25:09.5,
1st Job Saved,2218,,,557,TRUE,0,0,11:32.4,11:32.4,
1st Candidate Submitted,2219,,,557,TRUE,0,0,15:38.8,15:38.8,
1st Job Saved,2220,,,559,TRUE,0,0,27:55.2,27:55.2,
1st Candidate Added,2221,,,559,TRUE,0,0,04:31.5,04:31.5,
1st Candidate Submitted,2222,,,559,TRUE,0,0,02:05.0,02:05.0,
1st Job Saved,2223,,,561,TRUE,0,0,57:23.4,57:23.4,
1st Candidate Added,2224,,,561,TRUE,0,0,23:54.1,23:54.1,
1st Candidate Submitted,2225,,,561,TRUE,0,0,37:58.8,37:58.8,
1st Job Saved,2226,,,563,TRUE,0,0,28:57.1,28:57.1,
1st Candidate Added,2227,,,563,TRUE,0,0,34:49.1,34:49.1,
1st Candidate Submitted,2228,,,563,TRUE,0,0,47:01.4,47:01.4,
1st Job Saved,2229,,,565,TRUE,0,0,26:13.7,26:13.7,
1st Candidate Added,2230,,,565,TRUE,0,0,37:16.7,37:16.7,
1st Candidate Submitted,2231,,,565,TRUE,0,0,58:00.8,58:00.8,
1st Job Saved,2232,,,567,TRUE,0,0,27:44.5,27:44.5,
1st Candidate Added,2233,,,567,TRUE,0,0,29:45.0,29:45.0,
1st Candidate Submitted,2234,,,567,TRUE,0,0,18:23.5,18:23.5,
1st Job Saved,2235,,,569,TRUE,0,0,28:13.9,28:13.9,
1st Candidate Added,2236,,,569,TRUE,0,0,53:37.4,53:37.4,
1st Candidate Submitted,2237,,,569,TRUE,0,0,53:38.0,53:38.0,
1st Job Saved,2238,,,571,TRUE,0,0,09:35.5,09:35.5,
1st Candidate Added,2239,,,571,TRUE,0,0,01:40.4,01:40.4,
1st Candidate Submitted,2240,,,571,TRUE,0,0,43:35.7,43:35.7,
1st Job Saved,2241,,,573,TRUE,0,0,22:25.4,22:25.4,
1st Candidate Added,2242,,,573,TRUE,0,0,59:07.2,59:07.2,
1st Candidate Submitted,2243,,,573,TRUE,0,0,00:01.7,00:01.7,
1st Job Saved,2244,,,575,TRUE,0,0,08:55.2,08:55.2,
1st Candidate Submitted,2245,,,575,TRUE,0,0,19:49.3,19:49.3,
1st Job Saved,2246,,,577,TRUE,0,0,48:42.1,48:42.1,
1st Candidate Added,2247,,,577,TRUE,0,0,36:20.1,36:20.1,
1st Candidate Submitted,2248,,,577,TRUE,0,0,36:40.7,36:40.7,
1st Job Saved,2249,,,579,TRUE,0,0,58:11.6,58:11.6,
1st Candidate Added,2250,,,579,TRUE,0,0,32:38.8,32:38.8,
1st Candidate Submitted,2251,,,579,TRUE,0,0,30:54.5,30:54.5,
1st Job Saved,2252,,,581,TRUE,0,0,36:57.9,36:57.9,
1st Candidate Added,2253,,,581,TRUE,0,0,41:10.8,41:10.8,
1st Candidate Submitted,2254,,,581,TRUE,0,0,41:11.3,41:11.3,
1st Job Saved,2255,,,583,TRUE,0,0,14:31.3,14:31.3,
1st Candidate Submitted,2256,,,583,TRUE,0,0,34:44.8,34:44.8,
1st Job Saved,2257,,,585,TRUE,0,0,04:33.8,04:33.8,
1st Candidate Submitted,2258,,,585,TRUE,0,0,51:26.1,51:26.1,
1st Job Saved,2259,,,587,TRUE,0,0,09:22.5,09:22.5,
1st Candidate Added,2260,,,587,TRUE,0,0,32:39.0,32:39.0,
1st Candidate Submitted,2261,,,587,TRUE,0,0,55:15.2,55:15.2,
1st Job Saved,2262,,,589,TRUE,0,0,58:49.0,58:49.0,
1st Candidate Submitted,2263,,,589,TRUE,0,0,12:49.2,12:49.2,
1st Job Saved,2264,,,591,TRUE,0,0,27:40.0,27:40.0,
1st Candidate Added,2265,,,591,TRUE,0,0,25:39.5,25:39.5,
