badge_name,id,reference_id,reference_type,badge_group_id,enabled,points,highest_points,created_at,updated_at,deleted_at
Pharmaceuticals,1314,d27ebb64-1620-450e-8511-39b47b9a0ea4,industries,323,TRUE,120,140,30:30.0,30:30.0,
Aviation & Aerospace,1315,a51fdb13-8dcc-4077-a3a8-691eb2721065,industries,323,TRUE,170,190,30:30.0,30:30.0,
Biotechnology,1316,210ca205-d9f0-49ff-a17c-0b7921928168,industries,323,TRUE,140,200,30:30.0,30:30.0,
Research,1317,e6d6974e-0d85-4933-82b8-9908aa6134df,industries,323,TRUE,50,80,30:30.0,30:30.0,
Media Production,1318,67337d45-54a6-4029-884d-899c61f2213e,industries,323,TRUE,2260,2710,30:30.0,30:30.0,
Utilities,1319,684d01d1-c2e4-4094-8cb4-a44e873045dd,industries,323,TRUE,30,40,30:30.0,30:30.0,
Automotive,1320,e3cf33d6-79df-4a33-b8bc-2dde3f632a2b,industries,323,TRUE,250,290,30:30.0,30:30.0,
Computer & Network Security,1321,cf71bfea-336c-4923-8b48-9563655cf68c,industries,323,TRUE,135,190,30:30.0,30:30.0,
Internet,1322,8628adf6-1c67-4eaf-b131-e773a2f6caba,industries,323,TRUE,250,280,30:30.0,30:30.0,
Information Technology and Services,1323,42099ec1-9994-4777-82b3-d80737e75bea,industries,323,TRUE,55,90,30:30.0,30:30.0,
Shipbuilding,1324,feee6d29-c178-4493-b624-da825b97af2a,industries,323,TRUE,80,80,30:30.0,30:30.0,
Electrical/Electronic Manufacturing,1325,eb4c680b-1c49-4f35-95d8-7541232b7403,industries,323,TRUE,310,380,30:30.0,30:30.0,
Contract,1326,,,324,TRUE,4285,5160,30:30.0,30:30.0,
Full Time,1327,,,324,TRUE,75,120,30:30.0,30:30.0,
United States,1328,80c17587-1891-48e1-9447-d53b553534f2,countries,325,TRUE,4360,5280,30:30.0,30:30.0,
Connecticut,1329,5f6b277d-55ac-45aa-baef-6471bbc0ecb5,states,326,TRUE,90,90,30:30.0,30:30.0,
Pennsylvania,1330,dce06153-aaaf-449e-b6ab-04a9d6a733de,states,326,TRUE,50,50,30:30.0,30:30.0,
Arkansas,1331,b85ead0f-98bd-4a05-b514-b1944fc00359,states,326,TRUE,70,80,30:30.0,30:30.0,
North Carolina,1332,3b0714e2-199a-44b6-995d-d8387b18e6e8,states,326,TRUE,80,80,30:30.0,30:30.0,
Oregon,1333,9a6040f4-bf18-4745-90d9-687955625273,states,326,TRUE,30,40,30:30.0,30:30.0,
New Jersey,1334,32beca94-125a-4dbb-bc91-5ddbe8561024,states,326,TRUE,875,1040,30:30.0,30:30.0,
California,1335,36366d94-5082-45cc-a944-64fae1df349c,states,326,TRUE,1035,1330,30:30.0,30:30.0,
Colorado,1336,5023c9dd-c50d-432e-9a99-beaa75cd83f0,states,326,TRUE,100,120,30:30.0,30:30.0,
New Mexico,1337,7c2bd16e-8716-4353-8ff7-1935da47d96a,states,326,TRUE,40,60,30:30.0,30:30.0,
Massachusetts,1338,4f93a049-e2b8-4ddf-82dd-4de1613dbac4,states,326,TRUE,140,160,30:30.0,30:30.0,
Missouri,1339,af8a822c-f497-4858-8d99-cebde14928a3,states,326,TRUE,100,120,30:30.0,30:30.0,
Texas,1340,94e1a62f-121b-4f0c-b2ca-2ffc178a8dc1,states,326,TRUE,140,190,30:30.0,30:30.0,
Washington,1341,5ea46500-47a5-40c4-aca3-bc7f569e5280,states,326,TRUE,70,80,30:30.0,30:30.0,
Maryland,1342,16e6b3e1-2b2d-4edc-a497-a65cc7121b54,states,326,TRUE,40,40,30:30.0,30:30.0,
Illinois,1343,586eecb9-7a0e-4c09-83b9-45f1cf6ff84c,states,326,TRUE,35,40,30:30.0,30:30.0,
New York,1344,24302407-126c-41b9-a3bc-b26680604dc0,states,326,TRUE,1215,1470,30:30.0,30:30.0,
Michigan,1345,98c9211b-62eb-46e3-a10f-c1654f3c6468,states,326,TRUE,250,290,30:30.0,30:30.0,
Marketing,1346,02f15662-231c-47c3-9df0-7ad153205a7a,categories,332,TRUE,180,230,30:30.0,30:30.0,
Human Resources,1347,c83bb386-c1a7-4778-b1c0-855c2b501b83,categories,332,TRUE,20,20,30:30.0,30:30.0,
Manufacturing,1348,e1a83ed9-bae1-491e-97df-ad2af1fc87aa,categories,332,TRUE,20,20,30:30.0,30:30.0,
Other,1349,d0ee2b2a-9155-44a9-b4b9-eddacd5f135a,categories,332,TRUE,240,240,30:30.0,30:30.0,
Information Technology,1350,f4491b7b-ad9a-45cc-9945-939f9813ea9e,categories,332,TRUE,510,690,30:30.0,30:30.0,
Engineering,1351,4980da77-a184-4eab-8b15-051dc760305e,categories,332,TRUE,20,20,30:30.0,30:30.0,
Professional Services,1352,3aa48114-3d4e-48ea-b560-0ed8a79f31d9,categories,332,TRUE,70,90,30:30.0,30:30.0,
Logistics and Supply Chain,1353,0bb007c8-04dd-479d-9816-4854d522405a,industries,333,TRUE,20,20,30:30.0,30:30.0,
Biotechnology,1354,210ca205-d9f0-49ff-a17c-0b7921928168,industries,333,TRUE,20,20,30:30.0,30:30.0,
Internet,1355,8628adf6-1c67-4eaf-b131-e773a2f6caba,industries,333,TRUE,150,150,30:30.0,30:30.0,
Aviation & Aerospace,1356,a51fdb13-8dcc-4077-a3a8-691eb2721065,industries,333,TRUE,20,40,30:30.0,30:30.0,
Semiconductors,1357,dac71580-4d98-4e8a-b5da-b9b813751e1c,industries,333,TRUE,40,40,30:30.0,30:30.0,
Automotive,1358,e3cf33d6-79df-4a33-b8bc-2dde3f632a2b,industries,333,TRUE,210,210,30:30.0,30:30.0,
Research,1359,e6d6974e-0d85-4933-82b8-9908aa6134df,industries,333,TRUE,40,40,30:30.0,30:30.0,
Insurance,1360,421cd24f-0e03-4339-ace9-74b5c6814634,industries,333,TRUE,50,80,30:30.0,30:30.0,
Information Technology and Services,1361,42099ec1-9994-4777-82b3-d80737e75bea,industries,333,TRUE,30,40,30:30.0,30:30.0,
Industrial Automation,1362,db01710b-94a7-4dc0-a257-8de0b2e9e76c,industries,333,TRUE,20,20,30:30.0,30:30.0,
Financial Services,1363,340ade8d-7732-48d8-96a0-47d3098505ce,industries,333,TRUE,110,180,30:30.0,30:30.0,
Media Production,1364,67337d45-54a6-4029-884d-899c61f2213e,industries,333,TRUE,180,230,30:30.0,30:30.0,
Retail,1365,32df426f-bad0-47a7-95f2-dc2d723cf915,industries,333,TRUE,160,230,30:30.0,30:30.0,
Staffing and Recruiting,1366,f605a7a1-6363-4983-bbda-1d63f9136c13,industries,333,TRUE,10,10,30:30.0,30:30.0,
Full Time,1367,,,334,TRUE,30,30,30:30.0,30:30.0,
Contract,1368,,,334,TRUE,1030,1280,30:30.0,30:30.0,
United States,1369,80c17587-1891-48e1-9447-d53b553534f2,countries,335,TRUE,1060,1310,30:30.0,30:30.0,
Washington,1370,5ea46500-47a5-40c4-aca3-bc7f569e5280,states,336,TRUE,70,70,30:30.0,30:30.0,
Florida,1371,548305ad-edda-4c39-94e3-babfa14462a8,states,336,TRUE,10,10,30:30.0,30:30.0,
Texas,1372,94e1a62f-121b-4f0c-b2ca-2ffc178a8dc1,states,336,TRUE,10,10,30:30.0,30:30.0,
Massachusetts,1373,4f93a049-e2b8-4ddf-82dd-4de1613dbac4,states,336,TRUE,20,40,30:30.0,30:30.0,
California,1374,36366d94-5082-45cc-a944-64fae1df349c,states,336,TRUE,540,670,30:30.0,30:30.0,
Wisconsin,1375,cb473dc9-4a5d-439c-bf36-f94902ea3bc0,states,336,TRUE,20,20,30:30.0,30:30.0,
Michigan,1376,98c9211b-62eb-46e3-a10f-c1654f3c6468,states,336,TRUE,210,210,30:30.0,30:30.0,
Arkansas,1377,b85ead0f-98bd-4a05-b514-b1944fc00359,states,336,TRUE,10,10,30:30.0,30:30.0,
Colorado,1378,5023c9dd-c50d-432e-9a99-beaa75cd83f0,states,336,TRUE,100,160,30:30.0,30:30.0,
New York,1379,24302407-126c-41b9-a3bc-b26680604dc0,states,336,TRUE,50,90,30:30.0,30:30.0,
Virginia,1380,1ba42657-a1e8-4549-b6e8-f9543e61b808,states,336,TRUE,20,20,30:30.0,30:30.0,
Information Technology,1381,f4491b7b-ad9a-45cc-9945-939f9813ea9e,categories,337,TRUE,950,950,30:30.0,30:30.0,
Admin & Clerical,1382,62fa1031-a980-42b0-ac1d-8821b5ee4c55,categories,337,TRUE,30,40,30:30.0,30:30.0,
Oil & Energy,1383,89a43355-4cf9-417d-9d39-f5e949300fac,industries,338,TRUE,950,950,30:30.0,30:30.0,
Shipbuilding,1384,feee6d29-c178-4493-b624-da825b97af2a,industries,338,TRUE,30,40,30:30.0,30:30.0,
Contract,1385,,,339,TRUE,980,990,30:30.0,30:30.0,
United States,1386,80c17587-1891-48e1-9447-d53b553534f2,countries,340,TRUE,980,990,30:30.0,30:30.0,
Texas,1387,94e1a62f-121b-4f0c-b2ca-2ffc178a8dc1,states,341,TRUE,30,40,30:30.0,30:30.0,
New Jersey,1388,32beca94-125a-4dbb-bc91-5ddbe8561024,states,341,TRUE,950,950,30:30.0,30:30.0,
Admin & Clerical,1389,62fa1031-a980-42b0-ac1d-8821b5ee4c55,categories,342,TRUE,750,840,30:30.0,30:30.0,
Information Technology,1390,f4491b7b-ad9a-45cc-9945-939f9813ea9e,categories,342,TRUE,230,350,30:30.0,30:30.0,
Professional Services,1391,3aa48114-3d4e-48ea-b560-0ed8a79f31d9,categories,342,TRUE,160,190,30:30.0,30:30.0,
Internet,1392,8628adf6-1c67-4eaf-b131-e773a2f6caba,industries,343,TRUE,230,350,30:30.0,30:30.0,
Consumer Electronics,1393,bceda1e1-a110-4852-9036-6d044700898c,industries,343,TRUE,910,1030,30:30.0,30:30.0,
Contract,1394,,,344,TRUE,1140,1380,30:30.0,30:30.0,
United States,1395,80c17587-1891-48e1-9447-d53b553534f2,countries,345,TRUE,1140,1380,30:30.0,30:30.0,
California,1396,36366d94-5082-45cc-a944-64fae1df349c,states,346,TRUE,650,860,30:30.0,30:30.0,
Massachusetts,1397,4f93a049-e2b8-4ddf-82dd-4de1613dbac4,states,346,TRUE,20,20,30:30.0,30:30.0,
Georgia,1398,33a293c0-78ee-4465-9991-93f155c14430,states,346,TRUE,140,140,30:30.0,30:30.0,
Florida,1399,548305ad-edda-4c39-94e3-babfa14462a8,states,346,TRUE,90,110,30:30.0,30:30.0,
Colorado,1400,5023c9dd-c50d-432e-9a99-beaa75cd83f0,states,346,TRUE,100,110,30:30.0,30:30.0,
Alabama,1401,ea3f595a-34d7-47a6-a10c-5cb8887b90d9,states,346,TRUE,140,140,30:30.0,30:30.0,
Engineering,1402,4980da77-a184-4eab-8b15-051dc760305e,categories,358,TRUE,90,170,30:30.0,30:30.0,
Information Technology,1403,f4491b7b-ad9a-45cc-9945-939f9813ea9e,categories,358,TRUE,475,560,30:30.0,30:30.0,
Accounting,1404,bc83ca55-7b5d-4384-9bf8-02439e85a568,categories,358,TRUE,75,80,30:30.0,30:30.0,
Admin & Clerical,1405,62fa1031-a980-42b0-ac1d-8821b5ee4c55,categories,358,TRUE,70,70,30:30.0,30:30.0,
Marketing,1406,02f15662-231c-47c3-9df0-7ad153205a7a,categories,358,TRUE,20,40,30:30.0,30:30.0,
Other,1407,d0ee2b2a-9155-44a9-b4b9-eddacd5f135a,categories,358,TRUE,235,280,30:30.0,30:30.0,
Customer Service,1408,60aaade4-54af-43dc-baa2-65a24a361e02,categories,358,TRUE,70,80,30:30.0,30:30.0,
Automotive,1409,e3cf33d6-79df-4a33-b8bc-2dde3f632a2b,industries,361,TRUE,90,110,30:30.0,30:30.0,
Industrial Automation,1410,db01710b-94a7-4dc0-a257-8de0b2e9e76c,industries,361,TRUE,180,190,30:30.0,30:30.0,
Market Research,1411,2bd0a76a-80a8-414a-b1e6-9043184d4517,industries,361,TRUE,5,10,30:30.0,30:30.0,
Electrical/Electronic Manufacturing,1412,eb4c680b-1c49-4f35-95d8-7541232b7403,industries,361,TRUE,80,90,30:30.0,30:30.0,
Utilities,1413,684d01d1-c2e4-4094-8cb4-a44e873045dd,industries,361,TRUE,295,360,30:30.0,30:30.0,
Airlines/Aviation,1414,7752fe29-3225-45fc-85d5-d7a12bf161d4,industries,361,TRUE,55,70,30:30.0,30:30.0,
Insurance,1415,421cd24f-0e03-4339-ace9-74b5c6814634,industries,361,TRUE,70,70,30:30.0,30:30.0,
Pharmaceuticals,1416,d27ebb64-1620-450e-8511-39b47b9a0ea4,industries,361,TRUE,120,150,30:30.0,30:30.0,
Information Technology and Services,1417,42099ec1-9994-4777-82b3-d80737e75bea,industries,361,TRUE,60,80,30:30.0,30:30.0,
Biotechnology,1418,210ca205-d9f0-49ff-a17c-0b7921928168,industries,361,TRUE,60,110,30:30.0,30:30.0,
Computer & Network Security,1419,cf71bfea-336c-4923-8b48-9563655cf68c,industries,361,TRUE,20,40,30:30.0,30:30.0,
Full Time,1420,,,362,TRUE,30,40,30:30.0,30:30.0,
Contract,1421,,,362,TRUE,1005,1240,30:30.0,30:30.0,
United States,1422,80c17587-1891-48e1-9447-d53b553534f2,countries,363,TRUE,1035,1280,30:30.0,30:30.0,
Texas,1423,94e1a62f-121b-4f0c-b2ca-2ffc178a8dc1,states,364,TRUE,145,190,30:30.0,30:30.0,
Wisconsin,1424,cb473dc9-4a5d-439c-bf36-f94902ea3bc0,states,364,TRUE,110,110,30:30.0,30:30.0,
California,1425,36366d94-5082-45cc-a944-64fae1df349c,states,364,TRUE,205,290,30:30.0,30:30.0,
New Jersey,1426,32beca94-125a-4dbb-bc91-5ddbe8561024,states,364,TRUE,120,150,30:30.0,30:30.0,
Oregon,1427,9a6040f4-bf18-4745-90d9-687955625273,states,364,TRUE,295,360,30:30.0,30:30.0,
Indiana,1428,b4b048c2-18f9-4c0b-9721-363d1e252f5d,states,364,TRUE,90,110,30:30.0,30:30.0,
Michigan,1429,98c9211b-62eb-46e3-a10f-c1654f3c6468,states,364,TRUE,70,70,30:30.0,30:30.0,
Information Technology,1430,f4491b7b-ad9a-45cc-9945-939f9813ea9e,categories,365,TRUE,480,520,30:30.0,30:30.0,
Oil & Energy,1431,89a43355-4cf9-417d-9d39-f5e949300fac,industries,366,TRUE,480,520,30:30.0,30:30.0,
Contract,1432,,,367,TRUE,480,520,30:30.0,30:30.0,
United States,1433,80c17587-1891-48e1-9447-d53b553534f2,countries,368,TRUE,480,520,30:30.0,30:30.0,
New Jersey,1434,32beca94-125a-4dbb-bc91-5ddbe8561024,states,369,TRUE,480,520,30:30.0,30:30.0,
Design,1435,5423730c-0446-428f-abb4-32a77b59770a,categories,370,TRUE,180,220,30:30.0,30:30.0,
Accounting,1436,bc83ca55-7b5d-4384-9bf8-02439e85a568,categories,370,TRUE,130,140,30:30.0,30:30.0,
Information Technology,1437,f4491b7b-ad9a-45cc-9945-939f9813ea9e,categories,370,TRUE,435,540,30:30.0,30:30.0,
Admin & Clerical,1438,62fa1031-a980-42b0-ac1d-8821b5ee4c55,categories,370,TRUE,280,300,30:30.0,30:30.0,
Other,1439,d0ee2b2a-9155-44a9-b4b9-eddacd5f135a,categories,370,TRUE,70,80,30:30.0,30:30.0,
General Labor,1440,929b3dff-28a9-4ebe-972e-a8c748f302fb,categories,370,TRUE,70,80,30:30.0,30:30.0,
Biotech,1441,57827880-f091-46f2-a91e-a4388e969c66,categories,370,TRUE,15,20,30:30.0,30:30.0,
Professional Services,1442,3aa48114-3d4e-48ea-b560-0ed8a79f31d9,categories,370,TRUE,165,180,30:30.0,30:30.0,
Utilities,1443,684d01d1-c2e4-4094-8cb4-a44e873045dd,industries,371,TRUE,20,40,30:30.0,30:30.0,
Financial Services,1444,340ade8d-7732-48d8-96a0-47d3098505ce,industries,371,TRUE,40,40,30:30.0,30:30.0,
Aviation & Aerospace,1445,a51fdb13-8dcc-4077-a3a8-691eb2721065,industries,371,TRUE,40,40,30:30.0,30:30.0,
Airlines/Aviation,1446,7752fe29-3225-45fc-85d5-d7a12bf161d4,industries,371,TRUE,80,100,30:30.0,30:30.0,
Media Production,1447,67337d45-54a6-4029-884d-899c61f2213e,industries,371,TRUE,250,290,30:30.0,30:30.0,
Internet,1448,8628adf6-1c67-4eaf-b131-e773a2f6caba,industries,371,TRUE,90,100,30:30.0,30:30.0,
Accounting,1449,616163d7-3cc5-4a1e-99b3-3fc6e27f1fb8,industries,371,TRUE,50,60,30:30.0,30:30.0,
Insurance,1450,421cd24f-0e03-4339-ace9-74b5c6814634,industries,371,TRUE,40,80,30:30.0,30:30.0,
Electrical/Electronic Manufacturing,1451,eb4c680b-1c49-4f35-95d8-7541232b7403,industries,371,TRUE,320,350,30:30.0,30:30.0,
Retail,1452,32df426f-bad0-47a7-95f2-dc2d723cf915,industries,371,TRUE,70,80,30:30.0,30:30.0,
Market Research,1453,2bd0a76a-80a8-414a-b1e6-9043184d4517,industries,371,TRUE,150,170,30:30.0,30:30.0,
Information Technology and Services,1454,42099ec1-9994-4777-82b3-d80737e75bea,industries,371,TRUE,195,210,30:30.0,30:30.0,
Full Time,1455,,,372,TRUE,200,210,30:30.0,30:30.0,
Contract,1456,,,372,TRUE,1145,1350,30:30.0,30:30.0,
United States,1457,80c17587-1891-48e1-9447-d53b553534f2,countries,373,TRUE,1345,1560,30:30.0,30:30.0,
Washington,1458,5ea46500-47a5-40c4-aca3-bc7f569e5280,states,374,TRUE,30,40,30:30.0,30:30.0,
Georgia,1459,33a293c0-78ee-4465-9991-93f155c14430,states,374,TRUE,110,120,30:30.0,30:30.0,
Oregon,1460,9a6040f4-bf18-4745-90d9-687955625273,states,374,TRUE,20,40,30:30.0,30:30.0,
Ohio,1461,2cdd6453-a991-4468-a485-7b4fc7303868,states,374,TRUE,80,120,30:30.0,30:30.0,
Colorado,1462,5023c9dd-c50d-432e-9a99-beaa75cd83f0,states,374,TRUE,40,40,30:30.0,30:30.0,
California,1463,36366d94-5082-45cc-a944-64fae1df349c,states,374,TRUE,390,430,30:30.0,30:30.0,
Massachusetts,1464,4f93a049-e2b8-4ddf-82dd-4de1613dbac4,states,374,TRUE,35,40,30:30.0,30:30.0,
Texas,1465,94e1a62f-121b-4f0c-b2ca-2ffc178a8dc1,states,374,TRUE,135,170,30:30.0,30:30.0,
New York,1466,24302407-126c-41b9-a3bc-b26680604dc0,states,374,TRUE,340,390,30:30.0,30:30.0,
Pennsylvania,1467,dce06153-aaaf-449e-b6ab-04a9d6a733de,states,374,TRUE,110,110,30:30.0,30:30.0,
Illinois,1468,586eecb9-7a0e-4c09-83b9-45f1cf6ff84c,states,374,TRUE,15,20,30:30.0,30:30.0,
Arizona,1469,d871ff05-dcec-4887-b525-60ea614c4144,states,374,TRUE,40,40,30:30.0,30:30.0,
QA Quality Control,1470,fa88a620-96ed-4f8e-9c94-972e4f9c7796,categories,380,TRUE,0,50,30:30.0,30:30.0,
Admin & Clerical,1471,62fa1031-a980-42b0-ac1d-8821b5ee4c55,categories,380,TRUE,525,650,30:30.0,30:30.0,
Information Technology,1472,f4491b7b-ad9a-45cc-9945-939f9813ea9e,categories,380,TRUE,80,80,30:30.0,30:30.0,
Research,1473,18c5d709-db4c-4e5c-abaf-3f0a8ee828ba,categories,380,TRUE,60,80,30:30.0,30:30.0,
Other,1474,d0ee2b2a-9155-44a9-b4b9-eddacd5f135a,categories,380,TRUE,225,320,30:30.0,30:30.0,
Professional Services,1475,3aa48114-3d4e-48ea-b560-0ed8a79f31d9,categories,380,TRUE,140,170,30:30.0,30:30.0,
Computer Software,1476,7e0e8d32-7e96-4859-85d1-f87516270eac,industries,386,TRUE,70,70,30:30.0,30:30.0,
Information Technology and Services,1477,42099ec1-9994-4777-82b3-d80737e75bea,industries,386,TRUE,20,40,30:30.0,30:30.0,
Market Research,1478,2bd0a76a-80a8-414a-b1e6-9043184d4517,industries,386,TRUE,50,80,30:30.0,30:30.0,
Retail,1479,32df426f-bad0-47a7-95f2-dc2d723cf915,industries,386,TRUE,30,40,30:30.0,30:30.0,
Electrical/Electronic Manufacturing,1480,eb4c680b-1c49-4f35-95d8-7541232b7403,industries,386,TRUE,505,600,30:30.0,30:30.0,
Biotechnology,1481,210ca205-d9f0-49ff-a17c-0b7921928168,industries,386,TRUE,60,130,30:30.0,30:30.0,
Internet,1482,8628adf6-1c67-4eaf-b131-e773a2f6caba,industries,386,TRUE,255,320,30:30.0,30:30.0,
Industrial Automation,1483,db01710b-94a7-4dc0-a257-8de0b2e9e76c,industries,386,TRUE,40,70,30:30.0,30:30.0,
Contract,1484,,,387,TRUE,1030,1350,30:30.0,30:30.0,
United States,1485,80c17587-1891-48e1-9447-d53b553534f2,countries,388,TRUE,1030,1350,30:30.0,30:30.0,
Arkansas,1486,b85ead0f-98bd-4a05-b514-b1944fc00359,states,389,TRUE,10,10,30:30.0,30:30.0,
Illinois,1487,586eecb9-7a0e-4c09-83b9-45f1cf6ff84c,states,389,TRUE,70,70,30:30.0,30:30.0,
Pennsylvania,1488,dce06153-aaaf-449e-b6ab-04a9d6a733de,states,389,TRUE,145,170,30:30.0,30:30.0,
Tennessee,1489,744afdbc-239b-49ef-93b0-b18f0ed0cea5,states,389,TRUE,10,10,30:30.0,30:30.0,
Massachusetts,1490,4f93a049-e2b8-4ddf-82dd-4de1613dbac4,states,389,TRUE,20,20,30:30.0,30:30.0,
Wisconsin,1491,cb473dc9-4a5d-439c-bf36-f94902ea3bc0,states,389,TRUE,40,70,30:30.0,30:30.0,
Iowa,1492,32ebc125-4ed8-432b-affa-4d2b8c8ee3c1,states,389,TRUE,20,40,30:30.0,30:30.0,
Washington,1493,5ea46500-47a5-40c4-aca3-bc7f569e5280,states,389,TRUE,70,110,30:30.0,30:30.0,
California,1494,36366d94-5082-45cc-a944-64fae1df349c,states,389,TRUE,545,740,30:30.0,30:30.0,
Georgia,1495,33a293c0-78ee-4465-9991-93f155c14430,states,389,TRUE,100,110,30:30.0,30:30.0,
Admin & Clerical,1496,62fa1031-a980-42b0-ac1d-8821b5ee4c55,categories,390,TRUE,1190,1300,30:30.0,30:30.0,
Warehouse,1497,9c23ef65-8626-4698-bcc6-632dfddb59f5,categories,390,TRUE,100,140,30:30.0,30:30.0,
Information Technology,1498,f4491b7b-ad9a-45cc-9945-939f9813ea9e,categories,390,TRUE,60,60,30:30.0,30:30.0,
Automotive,1499,2fd11bdf-13a1-46ba-ac89-ac230d4d1e73,categories,390,TRUE,80,80,30:30.0,30:30.0,
Human Resources,1500,c83bb386-c1a7-4778-b1c0-855c2b501b83,categories,390,TRUE,40,80,30:30.0,30:30.0,
Hospital & Health Care,1501,e4eefc3e-070f-4b86-9670-a2f452f6bb2c,industries,391,TRUE,60,120,30:30.0,30:30.0,
Oil & Energy,1502,89a43355-4cf9-417d-9d39-f5e949300fac,industries,391,TRUE,40,40,30:30.0,30:30.0,
Consumer Electronics,1503,bceda1e1-a110-4852-9036-6d044700898c,industries,391,TRUE,1110,1180,30:30.0,30:30.0,
Logistics and Supply Chain,1504,0bb007c8-04dd-479d-9816-4854d522405a,industries,391,TRUE,120,160,30:30.0,30:30.0,
Automotive,1505,e3cf33d6-79df-4a33-b8bc-2dde3f632a2b,industries,391,TRUE,140,160,30:30.0,30:30.0,
Contract,1506,,,392,TRUE,1370,1520,30:30.0,30:30.0,
Full Time,1507,,,392,TRUE,100,140,30:30.0,30:30.0,
United States,1508,80c17587-1891-48e1-9447-d53b553534f2,countries,393,TRUE,1470,1660,30:30.0,30:30.0,
Ohio,1509,2cdd6453-a991-4468-a485-7b4fc7303868,states,394,TRUE,70,100,30:30.0,30:30.0,
Virginia,1510,1ba42657-a1e8-4549-b6e8-f9543e61b808,states,394,TRUE,30,40,30:30.0,30:30.0,
Texas,1511,94e1a62f-121b-4f0c-b2ca-2ffc178a8dc1,states,394,TRUE,60,120,30:30.0,30:30.0,
California,1512,36366d94-5082-45cc-a944-64fae1df349c,states,394,TRUE,1060,1120,30:30.0,30:30.0,
Indiana,1513,b4b048c2-18f9-4c0b-9721-363d1e252f5d,states,394,TRUE,80,80,30:30.0,30:30.0,
Alabama,1514,ea3f595a-34d7-47a6-a10c-5cb8887b90d9,states,394,TRUE,30,40,30:30.0,30:30.0,
New Jersey,1515,32beca94-125a-4dbb-bc91-5ddbe8561024,states,394,TRUE,100,120,30:30.0,30:30.0,
Colorado,1516,5023c9dd-c50d-432e-9a99-beaa75cd83f0,states,394,TRUE,20,20,30:30.0,30:30.0,
Pennsylvania,1517,dce06153-aaaf-449e-b6ab-04a9d6a733de,states,394,TRUE,20,20,30:30.0,30:30.0,
Professional Services,1518,3aa48114-3d4e-48ea-b560-0ed8a79f31d9,categories,400,TRUE,20,20,30:30.0,30:30.0,
Admin & Clerical,1519,62fa1031-a980-42b0-ac1d-8821b5ee4c55,categories,400,TRUE,110,150,30:30.0,30:30.0,
Engineering,1520,4980da77-a184-4eab-8b15-051dc760305e,categories,400,TRUE,90,110,30:30.0,30:30.0,
Consumer Electronics,1521,bceda1e1-a110-4852-9036-6d044700898c,industries,401,TRUE,120,160,30:30.0,30:30.0,
Logistics and Supply Chain,1522,0bb007c8-04dd-479d-9816-4854d522405a,industries,401,TRUE,100,120,30:30.0,30:30.0,
Full Time,1523,,,402,TRUE,100,120,30:30.0,30:30.0,
Contract,1524,,,402,TRUE,120,160,30:30.0,30:30.0,
United States,1525,80c17587-1891-48e1-9447-d53b553534f2,countries,403,TRUE,220,280,30:30.0,30:30.0,
Indiana,1526,b4b048c2-18f9-4c0b-9721-363d1e252f5d,states,404,TRUE,10,10,30:30.0,30:30.0,
Kentucky,1527,201bee57-70b5-4de3-be51-fadae4565455,states,404,TRUE,90,110,30:30.0,30:30.0,
California,1528,36366d94-5082-45cc-a944-64fae1df349c,states,404,TRUE,80,120,30:30.0,30:30.0,
New Jersey,1529,32beca94-125a-4dbb-bc91-5ddbe8561024,states,404,TRUE,20,20,30:30.0,30:30.0,
Wisconsin,1530,cb473dc9-4a5d-439c-bf36-f94902ea3bc0,states,404,TRUE,20,20,30:30.0,30:30.0,
Marketing,1531,02f15662-231c-47c3-9df0-7ad153205a7a,categories,405,TRUE,110,110,30:30.0,30:30.0,
Engineering,1532,4980da77-a184-4eab-8b15-051dc760305e,categories,405,TRUE,50,60,30:30.0,30:30.0,
Other,1533,d0ee2b2a-9155-44a9-b4b9-eddacd5f135a,categories,405,TRUE,1270,1450,30:30.0,30:30.0,
Human Resources,1534,c83bb386-c1a7-4778-b1c0-855c2b501b83,categories,405,TRUE,20,20,30:30.0,30:30.0,
Admin & Clerical,1535,62fa1031-a980-42b0-ac1d-8821b5ee4c55,categories,405,TRUE,180,180,30:30.0,30:30.0,
Professional Services,1536,3aa48114-3d4e-48ea-b560-0ed8a79f31d9,categories,405,TRUE,270,330,30:30.0,30:30.0,
Information Technology,1537,f4491b7b-ad9a-45cc-9945-939f9813ea9e,categories,405,TRUE,310,390,30:30.0,30:30.0,
Telecommunications,1538,14821b0e-d6c2-4f28-99d7-11cec2db3f0e,industries,406,TRUE,20,20,30:30.0,30:30.0,
Computer Software,1539,7e0e8d32-7e96-4859-85d1-f87516270eac,industries,406,TRUE,30,40,30:30.0,30:30.0,
Media Production,1540,67337d45-54a6-4029-884d-899c61f2213e,industries,406,TRUE,320,350,30:30.0,30:30.0,
Biotechnology,1541,210ca205-d9f0-49ff-a17c-0b7921928168,industries,406,TRUE,20,20,30:30.0,30:30.0,
Electrical/Electronic Manufacturing,1542,eb4c680b-1c49-4f35-95d8-7541232b7403,industries,406,TRUE,330,340,30:30.0,30:30.0,
Computer Games,1543,6a7d6b18-63f1-4596-ad71-5665748fc22b,industries,406,TRUE,110,110,30:30.0,30:30.0,
Financial Services,1544,340ade8d-7732-48d8-96a0-47d3098505ce,industries,406,TRUE,240,290,30:30.0,30:30.0,
